,cve_entidad,desc_entidad,cve_municipio,desc_municipio,id_indicador,indicador,año,valor,unidad_medida
10593,11,Guanajuato,996,No especificado,1002000036,Defunciones de menores de un año mujeres,1997,0.0,Defunciones
10594,11,Guanajuato,996,No especificado,1002000036,Defunciones de menores de un año mujeres,1998,0.0,Defunciones
10595,11,Guanajuato,996,No especificado,1002000036,Defunciones de menores de un año mujeres,1999,1.0,Defunciones
10596,11,Guanajuato,996,No especificado,1002000036,Defunciones de menores de un año mujeres,2000,2.0,Defunciones
10597,11,Guanajuato,996,No especificado,1002000036,Defunciones de menores de un año mujeres,2001,0.0,Defunciones
10598,11,Guanajuato,996,No especificado,1002000036,Defunciones de menores de un año mujeres,2002,0.0,Defunciones
10599,11,Guanajuato,996,No especificado,1002000036,Defunciones de menores de un año mujeres,2003,0.0,Defunciones
10600,11,Guanajuato,996,No especificado,1002000036,Defunciones de menores de un año mujeres,2004,1.0,Defunciones
10601,11,Guanajuato,996,No especificado,1002000036,Defunciones de menores de un año mujeres,2005,0.0,Defunciones
10602,11,Guanajuato,996,No especificado,1002000036,Defunciones de menores de un año mujeres,2006,4.0,Defunciones
10603,11,Guanajuato,996,No especificado,1002000036,Defunciones de menores de un año mujeres,2007,0.0,Defunciones
10604,11,Guanajuato,996,No especificado,1002000036,Defunciones de menores de un año mujeres,2008,0.0,Defunciones
10605,11,Guanajuato,996,No especificado,1002000036,Defunciones de menores de un año mujeres,2009,0.0,Defunciones
10606,11,Guanajuato,996,No especificado,1002000036,Defunciones de menores de un año mujeres,2010,0.0,Defunciones
10607,11,Guanajuato,996,No especificado,1002000036,Defunciones de menores de un año mujeres,2011,0.0,Defunciones
10608,11,Guanajuato,996,No especificado,1002000036,Defunciones de menores de un año mujeres,2012,0.0,Defunciones
10609,11,Guanajuato,996,No especificado,1002000036,Defunciones de menores de un año mujeres,2013,0.0,Defunciones
10610,11,Guanajuato,996,No especificado,1002000036,Defunciones de menores de un año mujeres,2014,0.0,Defunciones
10611,11,Guanajuato,996,No especificado,1002000036,Defunciones de menores de un año mujeres,2015,1.0,Defunciones
10612,11,Guanajuato,996,No especificado,1002000036,Defunciones de menores de un año mujeres,2016,0.0,Defunciones
10613,11,Guanajuato,996,No especificado,1002000036,Defunciones de menores de un año mujeres,2017,1.0,Defunciones
10614,11,Guanajuato,996,No especificado,1002000036,Defunciones de menores de un año mujeres,2018,1.0,Defunciones
10615,11,Guanajuato,996,No especificado,1002000036,Defunciones de menores de un año mujeres,2019,0.0,Defunciones
10616,11,Guanajuato,996,No especificado,1002000036,Defunciones de menores de un año mujeres,2020,0.0,Defunciones
10617,11,Guanajuato,996,No especificado,1002000037,Defunciones de menores de un año de sexo no especificado,1994,0.0,Defunciones
10618,11,Guanajuato,996,No especificado,1002000037,Defunciones de menores de un año de sexo no especificado,1995,0.0,Defunciones
10619,11,Guanajuato,996,No especificado,1002000037,Defunciones de menores de un año de sexo no especificado,1996,0.0,Defunciones
10620,11,Guanajuato,996,No especificado,1002000037,Defunciones de menores de un año de sexo no especificado,1997,0.0,Defunciones
10621,11,Guanajuato,996,No especificado,1002000037,Defunciones de menores de un año de sexo no especificado,1998,0.0,Defunciones
10622,11,Guanajuato,996,No especificado,1002000037,Defunciones de menores de un año de sexo no especificado,1999,0.0,Defunciones
10623,11,Guanajuato,996,No especificado,1002000037,Defunciones de menores de un año de sexo no especificado,2000,0.0,Defunciones
10624,11,Guanajuato,996,No especificado,1002000037,Defunciones de menores de un año de sexo no especificado,2001,0.0,Defunciones
10625,11,Guanajuato,996,No especificado,1002000037,Defunciones de menores de un año de sexo no especificado,2002,0.0,Defunciones
10626,11,Guanajuato,996,No especificado,1002000037,Defunciones de menores de un año de sexo no especificado,2003,0.0,Defunciones
10627,11,Guanajuato,996,No especificado,1002000037,Defunciones de menores de un año de sexo no especificado,2004,0.0,Defunciones
10628,11,Guanajuato,996,No especificado,1002000037,Defunciones de menores de un año de sexo no especificado,2005,0.0,Defunciones
10629,11,Guanajuato,996,No especificado,1002000037,Defunciones de menores de un año de sexo no especificado,2006,0.0,Defunciones
10630,11,Guanajuato,996,No especificado,1002000037,Defunciones de menores de un año de sexo no especificado,2007,0.0,Defunciones
