,cve_entidad,desc_entidad,cve_municipio,desc_municipio,id_indicador,indicador,year,unidad_medida,valor
1433,11,Guanajuato,12,Cuerámaro,1002000027,Nacimientos hombres,1999,Nacimientos,370.0
1434,11,Guanajuato,12,Cuerámaro,1002000027,Nacimientos hombres,2000,Nacimientos,360.0
1435,11,Guanajuato,12,Cuerámaro,1002000027,Nacimientos hombres,2001,Nacimientos,341.0
1436,11,Guanajuato,12,Cuerámaro,1002000027,Nacimientos hombres,2002,Nacimientos,318.0
1437,11,Guanajuato,12,Cuerámaro,1002000027,Nacimientos hombres,2003,Nacimientos,284.0
1438,11,Guanajuato,12,Cuerámaro,1002000027,Nacimientos hombres,2004,Nacimientos,230.0
1439,11,Guanajuato,12,Cuerámaro,1002000027,Nacimientos hombres,2005,Nacimientos,261.0
1440,11,Guanajuato,12,Cuerámaro,1002000027,Nacimientos hombres,2006,Nacimientos,228.0
1441,11,Guanajuato,12,Cuerámaro,1002000027,Nacimientos hombres,2007,Nacimientos,207.0
1442,11,Guanajuato,12,Cuerámaro,1002000027,Nacimientos hombres,2008,Nacimientos,212.0
1443,11,Guanajuato,12,Cuerámaro,1002000027,Nacimientos hombres,2009,Nacimientos,322.0
1444,11,Guanajuato,12,Cuerámaro,1002000027,Nacimientos hombres,2010,Nacimientos,387.0
1445,11,Guanajuato,12,Cuerámaro,1002000027,Nacimientos hombres,2011,Nacimientos,294.0
1446,11,Guanajuato,12,Cuerámaro,1002000027,Nacimientos hombres,2012,Nacimientos,352.0
1447,11,Guanajuato,12,Cuerámaro,1002000027,Nacimientos hombres,2013,Nacimientos,308.0
1448,11,Guanajuato,12,Cuerámaro,1002000027,Nacimientos hombres,2014,Nacimientos,174.0
1449,11,Guanajuato,12,Cuerámaro,1002000027,Nacimientos hombres,2015,Nacimientos,182.0
1450,11,Guanajuato,12,Cuerámaro,1002000027,Nacimientos hombres,2016,Nacimientos,302.0
1451,11,Guanajuato,12,Cuerámaro,1002000027,Nacimientos hombres,2017,Nacimientos,293.0
1452,11,Guanajuato,12,Cuerámaro,1002000027,Nacimientos hombres,2018,Nacimientos,341.0
1453,11,Guanajuato,12,Cuerámaro,1002000027,Nacimientos hombres,2019,Nacimientos,287.0
1454,11,Guanajuato,12,Cuerámaro,1002000027,Nacimientos hombres,2020,Nacimientos,240.0
1455,11,Guanajuato,12,Cuerámaro,1002000027,Nacimientos hombres,2021,Nacimientos,313.0
1456,11,Guanajuato,12,Cuerámaro,1002000028,Nacimientos mujeres,1994,Nacimientos,364.0
1457,11,Guanajuato,12,Cuerámaro,1002000028,Nacimientos mujeres,1995,Nacimientos,337.0
1458,11,Guanajuato,12,Cuerámaro,1002000028,Nacimientos mujeres,1996,Nacimientos,324.0
1459,11,Guanajuato,12,Cuerámaro,1002000028,Nacimientos mujeres,1997,Nacimientos,363.0
1460,11,Guanajuato,12,Cuerámaro,1002000028,Nacimientos mujeres,1998,Nacimientos,381.0
1461,11,Guanajuato,12,Cuerámaro,1002000028,Nacimientos mujeres,1999,Nacimientos,366.0
1462,11,Guanajuato,12,Cuerámaro,1002000028,Nacimientos mujeres,2000,Nacimientos,330.0
1463,11,Guanajuato,12,Cuerámaro,1002000028,Nacimientos mujeres,2001,Nacimientos,322.0
1464,11,Guanajuato,12,Cuerámaro,1002000028,Nacimientos mujeres,2002,Nacimientos,283.0
1465,11,Guanajuato,12,Cuerámaro,1002000028,Nacimientos mujeres,2003,Nacimientos,295.0
1466,11,Guanajuato,12,Cuerámaro,1002000028,Nacimientos mujeres,2004,Nacimientos,201.0
1467,11,Guanajuato,12,Cuerámaro,1002000028,Nacimientos mujeres,2005,Nacimientos,251.0
1468,11,Guanajuato,12,Cuerámaro,1002000028,Nacimientos mujeres,2006,Nacimientos,195.0
1469,11,Guanajuato,12,Cuerámaro,1002000028,Nacimientos mujeres,2007,Nacimientos,222.0
1470,11,Guanajuato,12,Cuerámaro,1002000028,Nacimientos mujeres,2008,Nacimientos,232.0
1471,11,Guanajuato,12,Cuerámaro,1002000028,Nacimientos mujeres,2009,Nacimientos,309.0
1472,11,Guanajuato,12,Cuerámaro,1002000028,Nacimientos mujeres,2010,Nacimientos,301.0
1473,11,Guanajuato,12,Cuerámaro,1002000028,Nacimientos mujeres,2011,Nacimientos,306.0
1474,11,Guanajuato,12,Cuerámaro,1002000028,Nacimientos mujeres,2012,Nacimientos,349.0
1475,11,Guanajuato,12,Cuerámaro,1002000028,Nacimientos mujeres,2013,Nacimientos,312.0
1476,11,Guanajuato,12,Cuerámaro,1002000028,Nacimientos mujeres,2014,Nacimientos,181.0
1477,11,Guanajuato,12,Cuerámaro,1002000028,Nacimientos mujeres,2015,Nacimientos,167.0
1478,11,Guanajuato,12,Cuerámaro,1002000028,Nacimientos mujeres,2016,Nacimientos,282.0
1479,11,Guanajuato,12,Cuerámaro,1002000028,Nacimientos mujeres,2017,Nacimientos,284.0
1480,11,Guanajuato,12,Cuerámaro,1002000028,Nacimientos mujeres,2018,Nacimientos,318.0
1481,11,Guanajuato,12,Cuerámaro,1002000028,Nacimientos mujeres,2019,Nacimientos,291.0
1482,11,Guanajuato,12,Cuerámaro,1002000028,Nacimientos mujeres,2020,Nacimientos,226.0
1483,11,Guanajuato,12,Cuerámaro,1002000028,Nacimientos mujeres,2021,Nacimientos,305.0
1484,11,Guanajuato,12,Cuerámaro,1002000029,Nacimientos de sexo no especificado,1994,Nacimientos,0.0
1485,11,Guanajuato,12,Cuerámaro,1002000029,Nacimientos de sexo no especificado,1995,Nacimientos,0.0
1486,11,Guanajuato,12,Cuerámaro,1002000029,Nacimientos de sexo no especificado,1996,Nacimientos,0.0
1487,11,Guanajuato,12,Cuerámaro,1002000029,Nacimientos de sexo no especificado,1997,Nacimientos,0.0
1488,11,Guanajuato,12,Cuerámaro,1002000029,Nacimientos de sexo no especificado,1998,Nacimientos,0.0
1489,11,Guanajuato,12,Cuerámaro,1002000029,Nacimientos de sexo no especificado,1999,Nacimientos,0.0
1490,11,Guanajuato,12,Cuerámaro,1002000029,Nacimientos de sexo no especificado,2000,Nacimientos,0.0
1491,11,Guanajuato,12,Cuerámaro,1002000029,Nacimientos de sexo no especificado,2001,Nacimientos,0.0
1492,11,Guanajuato,12,Cuerámaro,1002000029,Nacimientos de sexo no especificado,2002,Nacimientos,0.0
1493,11,Guanajuato,12,Cuerámaro,1002000029,Nacimientos de sexo no especificado,2003,Nacimientos,0.0
1494,11,Guanajuato,12,Cuerámaro,1002000029,Nacimientos de sexo no especificado,2004,Nacimientos,0.0
1495,11,Guanajuato,12,Cuerámaro,1002000029,Nacimientos de sexo no especificado,2005,Nacimientos,0.0
1496,11,Guanajuato,12,Cuerámaro,1002000029,Nacimientos de sexo no especificado,2006,Nacimientos,0.0
1497,11,Guanajuato,12,Cuerámaro,1002000029,Nacimientos de sexo no especificado,2007,Nacimientos,0.0
1498,11,Guanajuato,12,Cuerámaro,1002000029,Nacimientos de sexo no especificado,2008,Nacimientos,1.0
1499,11,Guanajuato,12,Cuerámaro,1002000029,Nacimientos de sexo no especificado,2009,Nacimientos,2.0
1500,11,Guanajuato,12,Cuerámaro,1002000029,Nacimientos de sexo no especificado,2010,Nacimientos,0.0
1501,11,Guanajuato,12,Cuerámaro,1002000029,Nacimientos de sexo no especificado,2011,Nacimientos,0.0
1502,11,Guanajuato,12,Cuerámaro,1002000029,Nacimientos de sexo no especificado,2012,Nacimientos,0.0
1503,11,Guanajuato,12,Cuerámaro,1002000029,Nacimientos de sexo no especificado,2013,Nacimientos,0.0
1504,11,Guanajuato,12,Cuerámaro,1002000029,Nacimientos de sexo no especificado,2014,Nacimientos,0.0
1505,11,Guanajuato,12,Cuerámaro,1002000029,Nacimientos de sexo no especificado,2015,Nacimientos,0.0
1506,11,Guanajuato,12,Cuerámaro,1002000029,Nacimientos de sexo no especificado,2016,Nacimientos,0.0
1507,11,Guanajuato,12,Cuerámaro,1002000029,Nacimientos de sexo no especificado,2017,Nacimientos,0.0
1508,11,Guanajuato,12,Cuerámaro,1002000029,Nacimientos de sexo no especificado,2018,Nacimientos,0.0
1509,11,Guanajuato,12,Cuerámaro,1002000029,Nacimientos de sexo no especificado,2019,Nacimientos,0.0
1510,11,Guanajuato,12,Cuerámaro,1002000029,Nacimientos de sexo no especificado,2020,Nacimientos,0.0
1511,11,Guanajuato,12,Cuerámaro,1002000029,Nacimientos de sexo no especificado,2021,Nacimientos,0.0
1512,11,Guanajuato,13,Doctor Mora,1002000026,Nacimientos,1994,Nacimientos,747.0
1513,11,Guanajuato,13,Doctor Mora,1002000026,Nacimientos,1995,Nacimientos,724.0
1514,11,Guanajuato,13,Doctor Mora,1002000026,Nacimientos,1996,Nacimientos,712.0
1515,11,Guanajuato,13,Doctor Mora,1002000026,Nacimientos,1997,Nacimientos,690.0
1516,11,Guanajuato,13,Doctor Mora,1002000026,Nacimientos,1998,Nacimientos,720.0
1517,11,Guanajuato,13,Doctor Mora,1002000026,Nacimientos,1999,Nacimientos,679.0
1518,11,Guanajuato,13,Doctor Mora,1002000026,Nacimientos,2000,Nacimientos,702.0
1519,11,Guanajuato,13,Doctor Mora,1002000026,Nacimientos,2001,Nacimientos,688.0
1520,11,Guanajuato,13,Doctor Mora,1002000026,Nacimientos,2002,Nacimientos,672.0
1521,11,Guanajuato,13,Doctor Mora,1002000026,Nacimientos,2003,Nacimientos,650.0
1522,11,Guanajuato,13,Doctor Mora,1002000026,Nacimientos,2004,Nacimientos,485.0
1523,11,Guanajuato,13,Doctor Mora,1002000026,Nacimientos,2005,Nacimientos,225.0
1524,11,Guanajuato,13,Doctor Mora,1002000026,Nacimientos,2006,Nacimientos,216.0
1525,11,Guanajuato,13,Doctor Mora,1002000026,Nacimientos,2007,Nacimientos,203.0
1526,11,Guanajuato,13,Doctor Mora,1002000026,Nacimientos,2008,Nacimientos,144.0
1527,11,Guanajuato,13,Doctor Mora,1002000026,Nacimientos,2009,Nacimientos,634.0
1528,11,Guanajuato,13,Doctor Mora,1002000026,Nacimientos,2010,Nacimientos,598.0
1529,11,Guanajuato,13,Doctor Mora,1002000026,Nacimientos,2011,Nacimientos,545.0
1530,11,Guanajuato,13,Doctor Mora,1002000026,Nacimientos,2012,Nacimientos,570.0
1531,11,Guanajuato,13,Doctor Mora,1002000026,Nacimientos,2013,Nacimientos,396.0
1532,11,Guanajuato,13,Doctor Mora,1002000026,Nacimientos,2014,Nacimientos,40.0
1533,11,Guanajuato,13,Doctor Mora,1002000026,Nacimientos,2015,Nacimientos,33.0
1534,11,Guanajuato,13,Doctor Mora,1002000026,Nacimientos,2016,Nacimientos,575.0
1535,11,Guanajuato,13,Doctor Mora,1002000026,Nacimientos,2017,Nacimientos,614.0
1536,11,Guanajuato,13,Doctor Mora,1002000026,Nacimientos,2018,Nacimientos,611.0
1537,11,Guanajuato,13,Doctor Mora,1002000026,Nacimientos,2019,Nacimientos,608.0
1538,11,Guanajuato,13,Doctor Mora,1002000026,Nacimientos,2020,Nacimientos,526.0
1539,11,Guanajuato,13,Doctor Mora,1002000026,Nacimientos,2021,Nacimientos,498.0
1540,11,Guanajuato,13,Doctor Mora,1002000027,Nacimientos hombres,1994,Nacimientos,381.0
1541,11,Guanajuato,13,Doctor Mora,1002000027,Nacimientos hombres,1995,Nacimientos,365.0
1542,11,Guanajuato,13,Doctor Mora,1002000027,Nacimientos hombres,1996,Nacimientos,366.0
1543,11,Guanajuato,13,Doctor Mora,1002000027,Nacimientos hombres,1997,Nacimientos,348.0
1544,11,Guanajuato,13,Doctor Mora,1002000027,Nacimientos hombres,1998,Nacimientos,368.0
1545,11,Guanajuato,13,Doctor Mora,1002000027,Nacimientos hombres,1999,Nacimientos,338.0
1546,11,Guanajuato,13,Doctor Mora,1002000027,Nacimientos hombres,2000,Nacimientos,360.0
1547,11,Guanajuato,13,Doctor Mora,1002000027,Nacimientos hombres,2001,Nacimientos,359.0
1548,11,Guanajuato,13,Doctor Mora,1002000027,Nacimientos hombres,2002,Nacimientos,330.0
1549,11,Guanajuato,13,Doctor Mora,1002000027,Nacimientos hombres,2003,Nacimientos,328.0
1550,11,Guanajuato,13,Doctor Mora,1002000027,Nacimientos hombres,2004,Nacimientos,242.0
1551,11,Guanajuato,13,Doctor Mora,1002000027,Nacimientos hombres,2005,Nacimientos,110.0
1552,11,Guanajuato,13,Doctor Mora,1002000027,Nacimientos hombres,2006,Nacimientos,109.0
1553,11,Guanajuato,13,Doctor Mora,1002000027,Nacimientos hombres,2007,Nacimientos,100.0
1554,11,Guanajuato,13,Doctor Mora,1002000027,Nacimientos hombres,2008,Nacimientos,56.0
1555,11,Guanajuato,13,Doctor Mora,1002000027,Nacimientos hombres,2009,Nacimientos,321.0
1556,11,Guanajuato,13,Doctor Mora,1002000027,Nacimientos hombres,2010,Nacimientos,301.0
1557,11,Guanajuato,13,Doctor Mora,1002000027,Nacimientos hombres,2011,Nacimientos,276.0
1558,11,Guanajuato,13,Doctor Mora,1002000027,Nacimientos hombres,2012,Nacimientos,278.0
1559,11,Guanajuato,13,Doctor Mora,1002000027,Nacimientos hombres,2013,Nacimientos,199.0
1560,11,Guanajuato,13,Doctor Mora,1002000027,Nacimientos hombres,2014,Nacimientos,20.0
1561,11,Guanajuato,13,Doctor Mora,1002000027,Nacimientos hombres,2015,Nacimientos,19.0
1562,11,Guanajuato,13,Doctor Mora,1002000027,Nacimientos hombres,2016,Nacimientos,293.0
1563,11,Guanajuato,13,Doctor Mora,1002000027,Nacimientos hombres,2017,Nacimientos,303.0
1564,11,Guanajuato,13,Doctor Mora,1002000027,Nacimientos hombres,2018,Nacimientos,310.0
1565,11,Guanajuato,13,Doctor Mora,1002000027,Nacimientos hombres,2019,Nacimientos,328.0
1566,11,Guanajuato,13,Doctor Mora,1002000027,Nacimientos hombres,2020,Nacimientos,256.0
1567,11,Guanajuato,13,Doctor Mora,1002000027,Nacimientos hombres,2021,Nacimientos,250.0
1568,11,Guanajuato,13,Doctor Mora,1002000028,Nacimientos mujeres,1994,Nacimientos,366.0
1569,11,Guanajuato,13,Doctor Mora,1002000028,Nacimientos mujeres,1995,Nacimientos,359.0
1570,11,Guanajuato,13,Doctor Mora,1002000028,Nacimientos mujeres,1996,Nacimientos,346.0
1571,11,Guanajuato,13,Doctor Mora,1002000028,Nacimientos mujeres,1997,Nacimientos,342.0
1572,11,Guanajuato,13,Doctor Mora,1002000028,Nacimientos mujeres,1998,Nacimientos,352.0
1573,11,Guanajuato,13,Doctor Mora,1002000028,Nacimientos mujeres,1999,Nacimientos,341.0
1574,11,Guanajuato,13,Doctor Mora,1002000028,Nacimientos mujeres,2000,Nacimientos,342.0
1575,11,Guanajuato,13,Doctor Mora,1002000028,Nacimientos mujeres,2001,Nacimientos,329.0
1576,11,Guanajuato,13,Doctor Mora,1002000028,Nacimientos mujeres,2002,Nacimientos,342.0
1577,11,Guanajuato,13,Doctor Mora,1002000028,Nacimientos mujeres,2003,Nacimientos,322.0
1578,11,Guanajuato,13,Doctor Mora,1002000028,Nacimientos mujeres,2004,Nacimientos,243.0
1579,11,Guanajuato,13,Doctor Mora,1002000028,Nacimientos mujeres,2005,Nacimientos,115.0
1580,11,Guanajuato,13,Doctor Mora,1002000028,Nacimientos mujeres,2006,Nacimientos,107.0
1581,11,Guanajuato,13,Doctor Mora,1002000028,Nacimientos mujeres,2007,Nacimientos,102.0
1582,11,Guanajuato,13,Doctor Mora,1002000028,Nacimientos mujeres,2008,Nacimientos,88.0
1583,11,Guanajuato,13,Doctor Mora,1002000028,Nacimientos mujeres,2009,Nacimientos,313.0
1584,11,Guanajuato,13,Doctor Mora,1002000028,Nacimientos mujeres,2010,Nacimientos,297.0
1585,11,Guanajuato,13,Doctor Mora,1002000028,Nacimientos mujeres,2011,Nacimientos,269.0
1586,11,Guanajuato,13,Doctor Mora,1002000028,Nacimientos mujeres,2012,Nacimientos,292.0
1587,11,Guanajuato,13,Doctor Mora,1002000028,Nacimientos mujeres,2013,Nacimientos,197.0
1588,11,Guanajuato,13,Doctor Mora,1002000028,Nacimientos mujeres,2014,Nacimientos,20.0
1589,11,Guanajuato,13,Doctor Mora,1002000028,Nacimientos mujeres,2015,Nacimientos,14.0
1590,11,Guanajuato,13,Doctor Mora,1002000028,Nacimientos mujeres,2016,Nacimientos,282.0
1591,11,Guanajuato,13,Doctor Mora,1002000028,Nacimientos mujeres,2017,Nacimientos,311.0
1592,11,Guanajuato,13,Doctor Mora,1002000028,Nacimientos mujeres,2018,Nacimientos,301.0
1593,11,Guanajuato,13,Doctor Mora,1002000028,Nacimientos mujeres,2019,Nacimientos,280.0
1594,11,Guanajuato,13,Doctor Mora,1002000028,Nacimientos mujeres,2020,Nacimientos,270.0
1595,11,Guanajuato,13,Doctor Mora,1002000028,Nacimientos mujeres,2021,Nacimientos,248.0
1596,11,Guanajuato,13,Doctor Mora,1002000029,Nacimientos de sexo no especificado,1994,Nacimientos,0.0
1597,11,Guanajuato,13,Doctor Mora,1002000029,Nacimientos de sexo no especificado,1995,Nacimientos,0.0
1598,11,Guanajuato,13,Doctor Mora,1002000029,Nacimientos de sexo no especificado,1996,Nacimientos,0.0
1599,11,Guanajuato,13,Doctor Mora,1002000029,Nacimientos de sexo no especificado,1997,Nacimientos,0.0
1600,11,Guanajuato,13,Doctor Mora,1002000029,Nacimientos de sexo no especificado,1998,Nacimientos,0.0
1601,11,Guanajuato,13,Doctor Mora,1002000029,Nacimientos de sexo no especificado,1999,Nacimientos,0.0
1602,11,Guanajuato,13,Doctor Mora,1002000029,Nacimientos de sexo no especificado,2000,Nacimientos,0.0
1603,11,Guanajuato,13,Doctor Mora,1002000029,Nacimientos de sexo no especificado,2001,Nacimientos,0.0
1604,11,Guanajuato,13,Doctor Mora,1002000029,Nacimientos de sexo no especificado,2002,Nacimientos,0.0
1605,11,Guanajuato,13,Doctor Mora,1002000029,Nacimientos de sexo no especificado,2003,Nacimientos,0.0
1606,11,Guanajuato,13,Doctor Mora,1002000029,Nacimientos de sexo no especificado,2004,Nacimientos,0.0
1607,11,Guanajuato,13,Doctor Mora,1002000029,Nacimientos de sexo no especificado,2005,Nacimientos,0.0
1608,11,Guanajuato,13,Doctor Mora,1002000029,Nacimientos de sexo no especificado,2006,Nacimientos,0.0
1609,11,Guanajuato,13,Doctor Mora,1002000029,Nacimientos de sexo no especificado,2007,Nacimientos,1.0
1610,11,Guanajuato,13,Doctor Mora,1002000029,Nacimientos de sexo no especificado,2008,Nacimientos,0.0
1611,11,Guanajuato,13,Doctor Mora,1002000029,Nacimientos de sexo no especificado,2009,Nacimientos,0.0
1612,11,Guanajuato,13,Doctor Mora,1002000029,Nacimientos de sexo no especificado,2010,Nacimientos,0.0
1613,11,Guanajuato,13,Doctor Mora,1002000029,Nacimientos de sexo no especificado,2011,Nacimientos,0.0
1614,11,Guanajuato,13,Doctor Mora,1002000029,Nacimientos de sexo no especificado,2012,Nacimientos,0.0
1615,11,Guanajuato,13,Doctor Mora,1002000029,Nacimientos de sexo no especificado,2013,Nacimientos,0.0
1616,11,Guanajuato,13,Doctor Mora,1002000029,Nacimientos de sexo no especificado,2014,Nacimientos,0.0
1617,11,Guanajuato,13,Doctor Mora,1002000029,Nacimientos de sexo no especificado,2015,Nacimientos,0.0
1618,11,Guanajuato,13,Doctor Mora,1002000029,Nacimientos de sexo no especificado,2016,Nacimientos,0.0
1619,11,Guanajuato,13,Doctor Mora,1002000029,Nacimientos de sexo no especificado,2017,Nacimientos,0.0
1620,11,Guanajuato,13,Doctor Mora,1002000029,Nacimientos de sexo no especificado,2018,Nacimientos,0.0
1621,11,Guanajuato,13,Doctor Mora,1002000029,Nacimientos de sexo no especificado,2019,Nacimientos,0.0
1622,11,Guanajuato,13,Doctor Mora,1002000029,Nacimientos de sexo no especificado,2020,Nacimientos,0.0
1623,11,Guanajuato,13,Doctor Mora,1002000029,Nacimientos de sexo no especificado,2021,Nacimientos,0.0
1624,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000026,Nacimientos,1994,Nacimientos,4049.0
1625,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000026,Nacimientos,1995,Nacimientos,4299.0
1626,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000026,Nacimientos,1996,Nacimientos,4014.0
1627,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000026,Nacimientos,1997,Nacimientos,4100.0
1628,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000026,Nacimientos,1998,Nacimientos,3997.0
1629,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000026,Nacimientos,1999,Nacimientos,4346.0
1630,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000026,Nacimientos,2000,Nacimientos,4172.0
1631,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000026,Nacimientos,2001,Nacimientos,4007.0
1632,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000026,Nacimientos,2002,Nacimientos,3797.0
1633,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000026,Nacimientos,2003,Nacimientos,4671.0
1634,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000026,Nacimientos,2004,Nacimientos,3861.0
1635,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000026,Nacimientos,2005,Nacimientos,4345.0
1636,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000026,Nacimientos,2006,Nacimientos,4260.0
1637,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000026,Nacimientos,2007,Nacimientos,4806.0
1638,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000026,Nacimientos,2008,Nacimientos,4915.0
1639,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000026,Nacimientos,2009,Nacimientos,3776.0
1640,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000026,Nacimientos,2010,Nacimientos,3887.0
1641,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000026,Nacimientos,2011,Nacimientos,3908.0
1642,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000026,Nacimientos,2012,Nacimientos,3715.0
1643,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000026,Nacimientos,2013,Nacimientos,3614.0
1644,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000026,Nacimientos,2014,Nacimientos,3941.0
1645,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000026,Nacimientos,2015,Nacimientos,4024.0
1646,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000026,Nacimientos,2016,Nacimientos,3784.0
1647,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000026,Nacimientos,2017,Nacimientos,3621.0
1648,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000026,Nacimientos,2018,Nacimientos,3507.0
1649,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000026,Nacimientos,2019,Nacimientos,3555.0
1650,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000026,Nacimientos,2020,Nacimientos,2841.0
1651,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000026,Nacimientos,2021,Nacimientos,3344.0
1652,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000027,Nacimientos hombres,1994,Nacimientos,1985.0
1653,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000027,Nacimientos hombres,1995,Nacimientos,2123.0
1654,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000027,Nacimientos hombres,1996,Nacimientos,2073.0
1655,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000027,Nacimientos hombres,1997,Nacimientos,2053.0
1656,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000027,Nacimientos hombres,1998,Nacimientos,2007.0
1657,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000027,Nacimientos hombres,1999,Nacimientos,2244.0
1658,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000027,Nacimientos hombres,2000,Nacimientos,2109.0
1659,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000027,Nacimientos hombres,2001,Nacimientos,1994.0
1660,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000027,Nacimientos hombres,2002,Nacimientos,1934.0
1661,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000027,Nacimientos hombres,2003,Nacimientos,2214.0
1662,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000027,Nacimientos hombres,2004,Nacimientos,1913.0
1663,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000027,Nacimientos hombres,2005,Nacimientos,2202.0
1664,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000027,Nacimientos hombres,2006,Nacimientos,2122.0
1665,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000027,Nacimientos hombres,2007,Nacimientos,2440.0
1666,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000027,Nacimientos hombres,2008,Nacimientos,2468.0
1667,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000027,Nacimientos hombres,2009,Nacimientos,1940.0
1668,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000027,Nacimientos hombres,2010,Nacimientos,1980.0
1669,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000027,Nacimientos hombres,2011,Nacimientos,1990.0
1670,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000027,Nacimientos hombres,2012,Nacimientos,1878.0
1671,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000027,Nacimientos hombres,2013,Nacimientos,1821.0
1672,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000027,Nacimientos hombres,2014,Nacimientos,2040.0
1673,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000027,Nacimientos hombres,2015,Nacimientos,2055.0
1674,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000027,Nacimientos hombres,2016,Nacimientos,1877.0
1675,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000027,Nacimientos hombres,2017,Nacimientos,1824.0
1676,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000027,Nacimientos hombres,2018,Nacimientos,1771.0
1677,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000027,Nacimientos hombres,2019,Nacimientos,1789.0
1678,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000027,Nacimientos hombres,2020,Nacimientos,1411.0
1679,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000027,Nacimientos hombres,2021,Nacimientos,1688.0
1680,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000028,Nacimientos mujeres,1994,Nacimientos,2063.0
1681,11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,1002000028,Nacimientos mujeres,1995,Nacimientos,2173.0
